CPC,ASS,count,mean,std,min,max
25520,240014,3.0,6.633333333333333,0.702376916856849,5.9,7.3
25530,240014,3.0,4.8,1.7349351572897471,3.7,6.8
25560,240014,1.0,8.0,,8.0,8.0
25600,240014,4.0,6.4,0.7257180352359083,5.7,7.4
25620,240014,4.0,6.550000000000002,1.7559422921421233,5.0,8.4
25700,240014,6.0,5.8500000000000005,1.3472193585307481,3.9,7.5
25730,240014,1.0,6.4,,6.4,6.4
25740,240014,1.0,5.0,,5.0,5.0
43002,240014,8.0,6.9750000000000005,1.7758297859230283,3.6,9.8
43003,240014,21.0,6.2714285714285705,1.4314827477629122,3.5,9.2
43005,240014,16.0,6.49375,2.04302675786034,2.9,9.7
43007,240014,11.0,6.5181818181818185,1.513815168254158,3.6,8.9
43110,240014,5.0,6.48,0.7563068160475616,5.7,7.7
43120,240014,14.0,5.864285714285715,2.0567364525297918,0.0,8.0
43201,240014,2.0,6.800000000000002,0.14142135623730964,6.7,6.9
43204,240014,1.0,3.0,,3.0,3.0
43205,240014,17.0,6.094117647058822,1.4549358182731351,3.0,8.6
43206,240014,14.0,5.935714285714285,1.5239660519422762,3.5,9.4
43330,240014,2.0,7.9,0.7071067811865476,7.4,8.4
43400,240014,3.0,6.9,1.473091986265623,5.2,7.8
43470,240014,1.0,5.1,,5.1,5.1
43500,240014,19.0,6.310526315789473,2.2407574951446185,0.0,10.0
43530,240014,1.0,7.5,,7.5,7.5
43570,240014,1.0,6.6,,6.6,6.6
43700,240014,5.0,6.899999999999999,1.4053469322555197,5.3,8.4
43740,240014,3.0,6.933333333333333,1.137248140615465,6.0,8.2
43750,240014,2.0,5.4,0.5656854249492379,5.0,5.8
43780,240014,3.0,7.0,1.743559577416269,5.0,8.2
43800,240014,5.0,6.58,1.5039946808416575,5.0,8.2
43820,240014,1.0,6.9,,6.9,6.9
43830,240014,1.0,9.5,,9.5,9.5
43840,240014,4.0,5.175,3.24589484323404,0.4,7.4
43850,240014,5.0,6.58,2.2565460332109337,3.9,9.3
43870,240014,4.0,5.699999999999998,1.895608961081724,2.9,7.0
43881,240014,2.0,5.0,0.0,5.0,5.0
43890,240014,3.0,7.033333333333332,0.8326663997864534,6.1,7.7
43893,240014,1.0,9.0,,9.0,9.0
